author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
АТОМ;https://ekb.cian.ru/sale/flat/279840861/;Екатеринбург;sale;flat;19;20;2;71.6;8100000;2025;-1;-1;+73432261834;Чкаловский;;Ботаническая;Просторы ЖК
УРАЛКОМПЛЕКТ;https://ekb.cian.ru/sale/flat/282398781/;Екатеринбург;sale;flat;8;20;2;71.3;8098000;2023;38.0;12.0;+73432261624;Чкаловский;Рощинская;Ботаническая;Огни Исети
Астра;https://ekb.cian.ru/sale/flat/265883814/;Екатеринбург;sale;flat;18;26;3;69.58;8071280;2024;-1;-1;+73432261709;Верх-Исетский;;Площадь 1905 года;Новый ВИЗ ЖК
Брусника - Екатеринбург;https://ekb.cian.ru/sale/flat/291269718/;Екатеринбург;sale;flat;6;9;2;77.0;8080000;2024;28.0;24.0;+73432261628;Железнодорожный;Сортировочный жилрайон;Уральская;Квартал Депо ЖК
Atlas Development;https://ekb.cian.ru/sale/flat/292173414/;Екатеринбург;sale;flat;8;16;1;42.3;8055746;2025;14.0;18.0;+73432261880;Автовокзал;Южный жилрайон;Чкаловская;Парк Столиц ЖК
;https://ekb.cian.ru/sale/flat/287534280/;Екатеринбург;sale;flat;11;25;2;60.53;8050000;2025;27.0;-1;+73432261742;Ленинский;Громова;Чкаловская;Миллениум
ПИК;https://ekb.cian.ru/sale/flat/283860042/;Екатеринбург;sale;flat;14;25;3;74.8;8129413;2025;37.0;19.0;+73432261629;Железнодорожный;;Уральская;Космонавтов 11 ЖК
ЛСР. Недвижимость;https://ekb.cian.ru/sale/flat/283228954/;Екатеринбург;sale;flat;25;25;2;54.0;8067600;2024;36.0;5.0;+73432261691;Кировский;;Уральская;Цветной бульвар
РС-Девелопмент;https://ekb.cian.ru/sale/flat/292492964/;Екатеринбург;sale;flat;3;18;3;78.2;8128890;2025;-1;-1;+73432260930;Кировский;Александровская;Машиностроителей;Жилой дом 
Девелопмент-юг;https://ekb.cian.ru/sale/flat/291678437/;Екатеринбург;sale;flat;5;25;2;70.2;8073000;2025;30.0;19.0;+73432261769;;;Чкаловская;А Плюс ЖК
Atlas Development;https://ekb.cian.ru/sale/flat/288636158/;Екатеринбург;sale;flat;13;31;2;41.9;8143110;2024;26.0;7.0;+73432261669;Октябрьский;Шатурская;Ботаническая;4YOU
Стройтэк;https://ekb.cian.ru/sale/flat/279287162/;Екатеринбург;sale;flat;1;17;3;73.6;8118925;2023;42.0;11.0;+73432261852;;;Чкаловская;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/289909574/;Екатеринбург;sale;flat;1;5;3;72.2;8057072;2023;-1;-1;+73432261773;;;Чкаловская;
Этажи Екатеринбург;https://ekb.cian.ru/sale/flat/293849158/;Екатеринбург;sale;flat;14;16;1;62.0;8100000;2006;-1;16.0;+79827324958;Октябрьский;Белинского;;
АТОМ;https://ekb.cian.ru/sale/flat/292656954/;Екатеринбург;sale;flat;2;9;3;78.29;8200000;2025;-1;-1;+73432261680;Чкаловский;;Ботаническая;Северный Химмаш ЖК
АТОМ;https://ekb.cian.ru/sale/flat/291448566/;Екатеринбург;sale;flat;27;30;2;64.14;8200000;2026;-1;-1;+73432261681;Чкаловский;;Ботаническая;Река.Дом на набережной ЖК
TEN девелопмент;https://ekb.cian.ru/sale/flat/292053522/;Екатеринбург;sale;flat;21;31;3;65.3;8152000;2025;34.0;12.0;+73432261632;Верх-Исетский;;Площадь 1905 года;Русь-2 ЖК
;https://ekb.cian.ru/sale/flat/292406993/;Екатеринбург;sale;flat;9;9;2;67.02;8244000;2025;-1;-1;+73432260972;Верх-Исетский;;;Семейный квартал Дружный ЖК
РСГ-Академическое;https://ekb.cian.ru/sale/flat/269161205/;Екатеринбург;sale;flat;21;31;3;67.87;8178294;2024;-1;-1;+73432261665;;;Чкаловская;
Ривьера-Инвест-Екб;https://ekb.cian.ru/sale/flat/292081688/;Екатеринбург;sale;flat;21;25;3;78.41;8154640;2022;-1;-1;+73432261736;Чкаловский;2-я Новосибирская;Ботаническая;Южный сад
Ривьера-Инвест-Екб;https://ekb.cian.ru/sale/flat/291640733/;Екатеринбург;sale;flat;19;25;3;78.68;8182720;2022;-1;-1;+73432261736;Чкаловский;2-я Новосибирская;Ботаническая;Южный сад
АТОМ;https://ekb.cian.ru/sale/flat/286803161/;Екатеринбург;sale;flat;19;29;2;58.27;8250000;2026;-1;-1;+73432261667;Верх-Исетский;переулок Ударников;Площадь 1905 года;REPIN TOWERS
ID 104792185;https://ekb.cian.ru/sale/flat/293756593/;Екатеринбург;sale;flat;14;25;2;56.54;8254840;2025;-1;-1;+73432260867;Верх-Исетский;Викулова;Площадь 1905 года;Жилой квартал 
РС-Девелопмент;https://ekb.cian.ru/sale/flat/292493010/;Екатеринбург;sale;flat;4;18;3;78.8;8269272;2025;-1;-1;+73432260930;Кировский;Александровская;Машиностроителей;Жилой дом 
СКМ Девелопмент;https://ekb.cian.ru/sale/flat/286705067/;Екатеринбург;sale;flat;5;12;2;60.58;8250000;2026;24.0;-1;+73432261668;Верх-Исетский;переулок Ударников;Площадь 1905 года;REPIN TOWERS
TEN девелопмент;https://ekb.cian.ru/sale/flat/293321931/;Екатеринбург;sale;flat;13;25;2;53.3;8291000;2023;23.0;15.0;+73432261745;Чкаловский;;Чкаловская;Ботаника Лайф ЖК
Atlas Development;https://ekb.cian.ru/sale/flat/292173675/;Екатеринбург;sale;flat;30;31;2;42.5;8273565;2024;26.0;4.0;+73432261669;Октябрьский;Шатурская;Ботаническая;4YOU
TEN девелопмент;https://ekb.cian.ru/sale/flat/293321846/;Екатеринбург;sale;flat;29;31;3;68.6;8282000;2025;33.0;14.0;+73432261632;Верх-Исетский;;Площадь 1905 года;Русь-2 ЖК
Эталон;https://ekb.cian.ru/sale/flat/293316727/;Екатеринбург;sale;flat;3;16;3;76.12;8313852;2025;31.0;21.0;+73432261671;Чкаловский;;Ботаническая;Жилой район Солнечный
АТОМ;https://ekb.cian.ru/sale/flat/293422926/;Екатеринбург;sale;flat;2;8;3;80.47;8350000;2025;-1;-1;+73432261680;Чкаловский;;Ботаническая;Северный Химмаш ЖК
Премьерстрой;https://ekb.cian.ru/sale/flat/286112829/;Екатеринбург;sale;flat;2;25;2;62.8;8321375;2024;23.0;18.0;+73432261775;Октябрьский;Куйбышева;Динамо;Куйбышева 100
;https://ekb.cian.ru/sale/flat/293644860/;Екатеринбург;sale;flat;3;29;2;62.25;8341500;2025;24.0;19.0;+73432260927;;;Чкаловская;
Стройтэк;https://ekb.cian.ru/sale/flat/287589208/;Екатеринбург;sale;flat;22;25;2;61.2;8310472;2025;32.0;11.0;+73432261779;Чкаловский;;;Грин Гарден ЖК
РСГ-Академическое;https://ekb.cian.ru/sale/flat/293662410/;Екатеринбург;sale;flat;8;9;3;70.04;8311213;2025;-1;-1;+73432261766;;;Чкаловская;Первый Академ ЖК
Брусника;https://ekb.cian.ru/sale/flat/282892652/;Екатеринбург;sale;flat;4;17;-1;202.0;8400000;2024;36.0;18.0;+73432261627;Железнодорожный;Сортировочный жилрайон;Уральская;Квартал Депо ЖК
Брусника;https://ekb.cian.ru/sale/flat/282892224/;Екатеринбург;sale;flat;4;17;-1;202.0;8410000;2024;41.0;23.0;+73432261627;Железнодорожный;Сортировочный жилрайон;Уральская;Квартал Депо ЖК
;https://ekb.cian.ru/sale/flat/280947821/;Екатеринбург;sale;flat;7;9;3;70.6;8472000;2024;-1;-1;+73432261792;Ленинский;;Чкаловская;Ньютон Парк ЖК
Гринвич;https://ekb.cian.ru/sale/flat/289519421/;Екатеринбург;sale;flat;2;25;2;66.53;8489228;2025;-1;-1;+73432261716;Кировский;;Уральская;Теплые Кварталы ЖК
Астра;https://ekb.cian.ru/sale/flat/290232498/;Екатеринбург;sale;flat;5;31;2;49.95;8466525;2025;-1;-1;+73432261783;Верх-Исетский;Юго-Западный жилрайон;Площадь 1905 года;Даблхаус 1:1
ID 70812435;https://ekb.cian.ru/sale/flat/292789316/;Екатеринбург;sale;flat;15;22;3;72.0;8450000;2024;35.0;17.0;+79827129130;;;Чкаловская;
;https://ekb.cian.ru/sale/flat/292486738/;Екатеринбург;sale;flat;6;25;3;75.67;8543000;2024;-1;-1;+73432261735;;;Чкаловская;
ID 104792185;https://ekb.cian.ru/sale/flat/293756528/;Екатеринбург;sale;flat;19;22;2;54.59;8516040;2025;-1;-1;+73432260867;Верх-Исетский;Викулова;Площадь 1905 года;Жилой квартал 
АТОМ;https://ekb.cian.ru/sale/flat/284312026/;Екатеринбург;sale;flat;6;9;3;89.69;8500000;2024;-1;-1;+73432261849;;;Чкаловская;Нова парк ЖК
Стройтэк;https://ekb.cian.ru/sale/flat/290807653/;Екатеринбург;sale;flat;9;33;2;57.25;8501625;2024;21.0;17.0;+73432261741;Кировский;Раевского;Уральская;Современник
Принцип недвижимость;https://ekb.cian.ru/sale/flat/293169219/;Екатеринбург;sale;flat;18;27;2;69.5;8500000;2017;30.0;21.0;+79126009846;Ленинский;Краснолесья;Чкаловская;
АТОМ;https://ekb.cian.ru/sale/flat/286391269/;Екатеринбург;sale;flat;20;22;2;57.75;8600000;2025;-1;-1;+73432261798;Орджоникидзевский;;Уралмаш;Северное Сияние ЖК
Девелопмент-юг;https://ekb.cian.ru/sale/flat/292264602/;Екатеринбург;sale;flat;1;25;3;81.5;8557500;2025;33.0;29.0;+73432261769;;;Чкаловская;А Плюс ЖК
Правобережный;https://ekb.cian.ru/sale/flat/291954557/;Екатеринбург;sale;flat;2;12;2;91.21;8619345;2024;-1;-1;+73432261832;Орджоникидзевский;;Проспект Космонавтов;Мир Труд Май ЖК
Унистрой;https://ekb.cian.ru/sale/flat/291802469/;Екатеринбург;sale;flat;7;34;2;53.7;8555000;2025;23.0;17.0;+73432261780;Автовокзал;Южный жилрайон;Чкаловская;Парковый Квартал ЖК
Брусника - Екатеринбург;https://ekb.cian.ru/sale/flat/291059660/;Екатеринбург;sale;flat;2;8;2;72.76;8670000;2025;28.0;24.0;+73432261646;Чкаловский;Павлодарская;Ботаническая;Шишимская горка
АТОМ;https://ekb.cian.ru/sale/flat/284312031/;Екатеринбург;sale;flat;8;9;3;89.16;8700000;2024;-1;-1;+73432261849;;;Чкаловская;Нова парк ЖК
АТОМ;https://ekb.cian.ru/sale/flat/292656957/;Екатеринбург;sale;flat;2;9;3;91.53;8700000;2025;-1;-1;+73432261680;Чкаловский;;Ботаническая;Северный Химмаш ЖК
Премьерстрой;https://ekb.cian.ru/sale/flat/286112937/;Екатеринбург;sale;flat;9;25;2;65.05;8668686;2024;24.0;17.0;+73432261775;Октябрьский;Куйбышева;Динамо;Куйбышева 100
Премьерстрой;https://ekb.cian.ru/sale/flat/293513196/;Екатеринбург;sale;flat;19;25;2;62.8;8668922;2024;23.0;18.0;+73432261775;Октябрьский;;Площадь 1905 года;Куйбышева 100 ЖК
;https://ekb.cian.ru/sale/flat/285902221/;Екатеринбург;sale;flat;6;18;2;63.71;8728270;2025;27.0;17.0;+73432261715;Кировский;;Уральская;Теплые Кварталы ЖК
СКМ Девелопмент;https://ekb.cian.ru/sale/flat/291884104/;Екатеринбург;sale;flat;3;23;2;64.69;8650000;2025;23.0;19.0;+73432261733;Кировский;;Уральская;Б.26
Atlas Development;https://ekb.cian.ru/sale/flat/281340518/;Екатеринбург;sale;flat;13;32;1;37.29;8690928;2024;10.0;12.0;+73432261880;Автовокзал;Южный жилрайон;Чкаловская;Парк Столиц ЖК
TEN девелопмент;https://ekb.cian.ru/sale/flat/279923368/;Екатеринбург;sale;flat;2;19;3;77.1;8747000;2025;42.0;12.0;+73432261765;Орджоникидзевский;;Машиностроителей;Основинские кварталы ЖК
СКМ Девелопмент;https://ekb.cian.ru/sale/flat/286704967/;Екатеринбург;sale;flat;16;29;2;67.08;8750000;2026;26.0;-1;+73432261668;Верх-Исетский;переулок Ударников;Площадь 1905 года;REPIN TOWERS
ЛСР. Недвижимость;https://ekb.cian.ru/sale/flat/292265457/;Екатеринбург;sale;flat;6;32;2;52.9;8754950;2026;21.0;16.0;+73432260921;Центр;Челюскинцев;Уральская;
АТОМ;https://ekb.cian.ru/sale/flat/293248841/;Екатеринбург;sale;flat;9;22;2;65.86;8800000;2025;-1;-1;+73432261798;Орджоникидзевский;;Уралмаш;Северное Сияние ЖК
;https://ekb.cian.ru/sale/flat/283247687/;Екатеринбург;sale;flat;3;17;3;76.9;8843500;2024;-1;-1;+73432261792;Ленинский;Краснолесья;Чкаловская;Ньютон Парк
Железно;https://ekb.cian.ru/sale/flat/291183760/;Екатеринбург;sale;flat;1;7;2;71.0;8837787;2025;23.0;32.0;+73432260872;;;Чкаловская;Лес ЖК
ПИК;https://ekb.cian.ru/sale/flat/287469809/;Екатеринбург;sale;flat;12;24;2;59.3;8877210;2025;22.0;21.0;+73432261718;Октябрьский;Южный жилрайон;Ботаническая;Исеть Парк ЖК
;https://ekb.cian.ru/sale/flat/290017605/;Екатеринбург;sale;flat;2;25;3;77.97;8866000;2025;-1;-1;+73432261623;;;Чкаловская;Горки ЖК
;https://ekb.cian.ru/sale/flat/280947750/;Екатеринбург;sale;flat;8;9;3;70.4;8800000;2024;-1;-1;+73432261792;Ленинский;;Чкаловская;Ньютон Парк ЖК
;https://ekb.cian.ru/sale/flat/293644780/;Екатеринбург;sale;flat;3;29;2;66.18;8801940;2025;21.0;25.0;+73432260927;;;Чкаловская;
Этажи Екатеринбург;https://ekb.cian.ru/sale/flat/291329860/;Екатеринбург;sale;flat;6;24;2;59.0;8890000;2013;-1;9.0;+79126422159;Кировский;переулок Шадринский;;
ЖилСтрой;https://ekb.cian.ru/sale/flat/288960054/;Екатеринбург;sale;flat;2;13;3;82.44;8927000;2025;40.0;18.0;+73432261630;;;Чкаловская;Горки ЖК
